host_module,Gene,GeneEdgeWeight
Module_60__metabolic_catabolic,OGDHL,1.6788492015794698
Module_60__metabolic_catabolic,P2RX7,1.6788492015794698
Module_60__metabolic_catabolic,PCK1,1.6788492015794698
Module_60__metabolic_catabolic,PCK2,1.6788492015794698
Module_60__metabolic_catabolic,PDHX,1.6788492015794698
Module_60__metabolic_catabolic,PDK2,1.6788492015794698
Module_60__metabolic_catabolic,PDK3,1.6788492015794698
Module_60__metabolic_catabolic,PDK4,1.6788492015794698
Module_60__metabolic_catabolic,PDP1,1.6788492015794698
Module_60__metabolic_catabolic,PFKFB1,1.6788492015794698
Module_60__metabolic_catabolic,PFKFB2,1.6788492015794698
Module_60__metabolic_catabolic,PFKFB3,1.6788492015794698
Module_60__metabolic_catabolic,PFKFB4,1.6788492015794698
Module_60__metabolic_catabolic,PFKP,1.6788492015794698
Module_60__metabolic_catabolic,PGAM2,1.6788492015794698
Module_60__metabolic_catabolic,PGM1,1.6788492015794698
Module_60__metabolic_catabolic,PKLR,1.6788492015794698
Module_60__metabolic_catabolic,PRKAA1,1.6788492015794698
Module_60__metabolic_catabolic,PRKACA,1.6788492015794698
Module_60__metabolic_catabolic,PRKAG2,1.6788492015794698
Module_60__metabolic_catabolic,PRKAG3,1.6788492015794698
Module_60__metabolic_catabolic,RPTOR,1.6788492015794698
Module_60__metabolic_catabolic,SDS,1.6788492015794698
Module_60__metabolic_catabolic,SIRT6,1.6788492015794698
Module_60__metabolic_catabolic,SLC16A1,1.6788492015794698
Module_60__metabolic_catabolic,SLC16A3,1.6788492015794698
Module_60__metabolic_catabolic,SLC4A1,1.6788492015794698
Module_60__metabolic_catabolic,SLC4A4,1.6788492015794698
Module_60__metabolic_catabolic,SRC,1.6788492015794698
Module_60__metabolic_catabolic,STAT3,1.6788492015794698
Module_60__metabolic_catabolic,TPK1,1.6788492015794698
Module_60__metabolic_catabolic,TREX1,1.6788492015794698
Module_60__metabolic_catabolic,TRIM63,1.6788492015794698
Module_60__metabolic_catabolic,UCHL1,1.6788492015794698
Module_60__metabolic_catabolic,UCP2,1.6788492015794698
Module_60__metabolic_catabolic,XPO4,1.6788492015794698
Module_60__metabolic_catabolic,YAP1,1.6788492015794698
Module_60__metabolic_catabolic,ZBTB20,1.6788492015794698
Module_60__metabolic_catabolic,ZBTB7A,1.6788492015794698
