host_module,Gene,GeneEdgeWeight
Module_21__transport_lipid,GDPD3,3.0639789082794726
Module_21__transport_lipid,GK,3.0639789082794726
Module_21__transport_lipid,GK2,3.0639789082794726
Module_21__transport_lipid,GK5,3.0639789082794726
Module_21__transport_lipid,GNB3,3.0639789082794726
Module_21__transport_lipid,GPIHBP1,3.0639789082794726
Module_21__transport_lipid,GPLD1,3.0639789082794726
Module_21__transport_lipid,GPR82,3.0639789082794726
Module_21__transport_lipid,GPX1,3.0639789082794726
Module_21__transport_lipid,HADHA,3.0639789082794726
Module_21__transport_lipid,HTR2A,3.0639789082794726
Module_21__transport_lipid,HTR2B,3.0639789082794726
Module_21__transport_lipid,HTR2C,3.0639789082794726
Module_21__transport_lipid,INPP1,3.0639789082794726
Module_21__transport_lipid,INPP4A,3.0639789082794726
Module_21__transport_lipid,INPP4B,3.0639789082794726
Module_21__transport_lipid,INPP5A,3.0639789082794726
Module_21__transport_lipid,INPP5B,3.0639789082794726
Module_21__transport_lipid,INPP5E,3.0639789082794726
Module_21__transport_lipid,INPP5F,3.0639789082794726
Module_21__transport_lipid,INPP5J,3.0639789082794726
Module_21__transport_lipid,INPP5K,3.0639789082794726
Module_21__transport_lipid,IP6K1,3.0639789082794726
Module_21__transport_lipid,IP6K2,3.0639789082794726
Module_21__transport_lipid,IP6K3,3.0639789082794726
Module_21__transport_lipid,ITPKA,3.0639789082794726
Module_21__transport_lipid,ITPKB,3.0639789082794726
Module_21__transport_lipid,LCAT,3.0639789082794726
Module_21__transport_lipid,LDLR,3.0639789082794726
Module_21__transport_lipid,LDLRAP1,1.926148295197548
Module_21__transport_lipid,LIPA,3.0639789082794726
Module_21__transport_lipid,LIPC,3.0639789082794726
Module_21__transport_lipid,LIPE,3.0639789082794726
Module_21__transport_lipid,LIPG,3.0639789082794726
Module_21__transport_lipid,LIPH,3.0639789082794726
Module_21__transport_lipid,LMF1,3.0639789082794726
Module_21__transport_lipid,LPA,1.926148295197548
Module_21__transport_lipid,LPCAT1,3.0639789082794726
Module_21__transport_lipid,LPCAT3,3.0639789082794726
Module_21__transport_lipid,LPIN1,3.0639789082794726
Module_21__transport_lipid,LPIN2,3.0639789082794726
Module_21__transport_lipid,LPIN3,3.0639789082794726
Module_21__transport_lipid,LPL,3.0639789082794726
Module_21__transport_lipid,LRP1,1.926148295197548
Module_21__transport_lipid,LRP2,1.926148295197548
Module_21__transport_lipid,LRPAP1,1.926148295197548
Module_21__transport_lipid,LYPLA2,3.0639789082794726
Module_21__transport_lipid,MBOAT1,3.0639789082794726
Module_21__transport_lipid,MBOAT2,3.0639789082794726
Module_21__transport_lipid,MBOAT7,3.0639789082794726
Module_21__transport_lipid,MECP2,3.0639789082794726
Module_21__transport_lipid,MFSD2A,3.0639789082794726
Module_21__transport_lipid,MGLL,3.0639789082794726
Module_21__transport_lipid,MOGAT1,3.0639789082794726
Module_21__transport_lipid,MOGAT2,3.0639789082794726
Module_21__transport_lipid,MOGAT3,3.0639789082794726
Module_21__transport_lipid,MTMR1,3.0639789082794726
Module_21__transport_lipid,MTMR3,3.0639789082794726
Module_21__transport_lipid,MTMR4,3.0639789082794726
Module_21__transport_lipid,MTMR7,3.0639789082794726
Module_21__transport_lipid,MTMR8,3.0639789082794726
Module_21__transport_lipid,MYLIP,1.926148295197548
Module_21__transport_lipid,NAPEPLD,3.0639789082794726
Module_21__transport_lipid,NCEH1,1.926148295197548
Module_21__transport_lipid,NKX2-3,3.0639789082794726
Module_21__transport_lipid,NR1H2,3.0639789082794726
Module_21__transport_lipid,NR1H3,3.0639789082794726
Module_21__transport_lipid,NR1H4,3.0639789082794726
Module_21__transport_lipid,OC90,3.0639789082794726
Module_21__transport_lipid,OCRL,3.0639789082794726
Module_21__transport_lipid,OSBPL10,3.0639789082794726
Module_21__transport_lipid,OSBPL5,3.0639789082794726
Module_21__transport_lipid,PCK1,3.0639789082794726
Module_21__transport_lipid,PCK2,3.0639789082794726
Module_21__transport_lipid,PCSK9,3.0639789082794726
Module_21__transport_lipid,PCYT1A,3.0639789082794726
Module_21__transport_lipid,PCYT1B,3.0639789082794726
Module_21__transport_lipid,PCYT2,3.0639789082794726
Module_21__transport_lipid,PDGFA,3.0639789082794726
Module_21__transport_lipid,PDGFB,3.0639789082794726
Module_21__transport_lipid,PEMT,3.0639789082794726
Module_21__transport_lipid,PGAP1,3.0639789082794726
Module_21__transport_lipid,PGAP2,3.0639789082794726
Module_21__transport_lipid,PGAP3,3.0639789082794726
Module_21__transport_lipid,PGS1,3.0639789082794726
Module_21__transport_lipid,PHB2,3.0639789082794726
Module_21__transport_lipid,PI4KB,3.0639789082794726
Module_21__transport_lipid,PIGA,3.0639789082794726
Module_21__transport_lipid,PIGL,3.0639789082794726
Module_21__transport_lipid,PIGQ,3.0639789082794726
Module_21__transport_lipid,PIGS,3.0639789082794726
Module_21__transport_lipid,PIGT,3.0639789082794726
Module_21__transport_lipid,PIGV,3.0639789082794726
Module_21__transport_lipid,PIGW,3.0639789082794726
Module_21__transport_lipid,PIGX,3.0639789082794726
Module_21__transport_lipid,PIGZ,3.0639789082794726
Module_21__transport_lipid,PIK3C2A,3.0639789082794726
Module_21__transport_lipid,PIK3C2B,3.0639789082794726
Module_21__transport_lipid,PIK3CA,3.0639789082794726
Module_21__transport_lipid,PIK3CB,3.0639789082794726
Module_21__transport_lipid,PIK3CD,3.0639789082794726
Module_21__transport_lipid,PIK3R1,3.0639789082794726
Module_21__transport_lipid,PIK3R5,3.0639789082794726
Module_21__transport_lipid,PIP4K2A,3.0639789082794726
Module_21__transport_lipid,PIP4K2B,3.0639789082794726
Module_21__transport_lipid,PIP5K1A,3.0639789082794726
Module_21__transport_lipid,PIP5K1B,3.0639789082794726
Module_21__transport_lipid,PIP5K1C,3.0639789082794726
Module_21__transport_lipid,PIP5KL1,3.0639789082794726
Module_21__transport_lipid,PISD,3.0639789082794726
Module_21__transport_lipid,PITPNM1,3.0639789082794726
Module_21__transport_lipid,PITPNM2,3.0639789082794726
Module_21__transport_lipid,PITPNM3,3.0639789082794726
Module_21__transport_lipid,PLA1A,3.0639789082794726
Module_21__transport_lipid,PLA2G1B,3.0639789082794726
Module_21__transport_lipid,PLA2G2A,3.0639789082794726
Module_21__transport_lipid,PLA2G2C,3.0639789082794726
Module_21__transport_lipid,PLA2G2D,3.0639789082794726
Module_21__transport_lipid,PLA2G3,3.0639789082794726
Module_21__transport_lipid,PLA2G4A,3.0639789082794726
Module_21__transport_lipid,PLA2G4B,3.0639789082794726
Module_21__transport_lipid,PLA2G4C,3.0639789082794726
Module_21__transport_lipid,PLA2G4D,3.0639789082794726
Module_21__transport_lipid,PLA2G4E,3.0639789082794726
Module_21__transport_lipid,PLA2G4F,3.0639789082794726
Module_21__transport_lipid,PLA2G5,3.0639789082794726
Module_21__transport_lipid,PLA2G7,3.0639789082794726
Module_21__transport_lipid,PLB1,3.0639789082794726
Module_21__transport_lipid,PLCB1,3.0639789082794726
Module_21__transport_lipid,PLCB2,3.0639789082794726
Module_21__transport_lipid,PLCB4,3.0639789082794726
Module_21__transport_lipid,PLCD1,3.0639789082794726
Module_21__transport_lipid,PLCE1,3.0639789082794726
Module_21__transport_lipid,PLCG1,3.0639789082794726
Module_21__transport_lipid,PLCG2,3.0639789082794726
Module_21__transport_lipid,PLCH1,3.0639789082794726
Module_21__transport_lipid,PLCH2,3.0639789082794726
Module_21__transport_lipid,PLCL1,3.0639789082794726
Module_21__transport_lipid,PLCL2,3.0639789082794726
Module_21__transport_lipid,PLD1,3.0639789082794726
Module_21__transport_lipid,PLD2,3.0639789082794726
Module_21__transport_lipid,PLIN5,3.0639789082794726
Module_21__transport_lipid,PLTP,1.926148295197548
Module_21__transport_lipid,PNLIP,3.0639789082794726
Module_21__transport_lipid,PNLIPRP1,3.0639789082794726
Module_21__transport_lipid,PNPLA1,3.0639789082794726
Module_21__transport_lipid,PNPLA2,3.0639789082794726
Module_21__transport_lipid,PNPLA3,3.0639789082794726
Module_21__transport_lipid,PNPLA4,3.0639789082794726
Module_21__transport_lipid,PNPLA5,3.0639789082794726
Module_21__transport_lipid,PNPLA6,3.0639789082794726
Module_21__transport_lipid,PNPLA7,3.0639789082794726
Module_21__transport_lipid,PON1,3.0639789082794726
Module_21__transport_lipid,PRDX6,3.0639789082794726
Module_21__transport_lipid,PRKAA1,3.0639789082794726
Module_21__transport_lipid,PTDSS1,3.0639789082794726
Module_21__transport_lipid,PTDSS2,3.0639789082794726
Module_21__transport_lipid,PTPN11,3.0639789082794726
Module_21__transport_lipid,PTPRQ,3.0639789082794726
Module_21__transport_lipid,SCARB1,3.0639789082794726
Module_21__transport_lipid,SERINC2,3.0639789082794726
Module_21__transport_lipid,SERINC5,3.0639789082794726
Module_21__transport_lipid,SERPINA12,3.0639789082794726
Module_21__transport_lipid,SH3YL1,3.0639789082794726
Module_21__transport_lipid,SLC22A4,3.0639789082794726
Module_21__transport_lipid,SLC27A1,3.0639789082794726
Module_21__transport_lipid,SLC44A1,3.0639789082794726
